user;waktu;Sentimen;lokasi;komentar
nur diantomo;4 tahun lalu;positif;Museum Keraton;Tengah kota, alun2 deket dengan masjid jami'
wida Ani;4 tahun lalu;positif;Museum Keraton;Bisa menambah ilmu
Hosmi Y.;4 tahun lalu;positif;Museum Keraton;Masih terawat sampe sekarang. Keren
Rival Maarivalalabror;4 tahun lalu;positif;Museum Keraton;Menelusi jejak peninggalan kerajaan sumenep
Rizal Dhofir;4 tahun lalu;positif;Museum Keraton;Informasi sejarahnya luar biasa
Inisial AR;4 tahun lalu;positif;Museum Keraton;Tempat peninggalan raja masa dahulu
Akhmad Subaidi;4 tahun lalu;positif;Museum Keraton;Tempat wisata sejarah kerajaan Sumenep
Mokhamad Choderi;4 tahun lalu;positif;Museum Keraton;Luar biasa masih terjaga ke asliannya
Eko Widodo;4 tahun lalu;positif;Museum Keraton;Tambahkan destinasi wisata anda
Seger Alharis;4 tahun lalu;positif;Museum Keraton;menampilkan bagian masa lalu sumenep dengan kompleks
RUSDI SAIFUL ANWAR;4 tahun lalu;positif;Museum Keraton;Salah satu tempat rekreasi keluarga
Awi Frilian;4 tahun lalu;positif;Museum Keraton;musiup kraton smnep
Jufriyanto;4 tahun lalu;positif;Museum Keraton;Tempat bersejarah yang keren
syafi mitos;4 tahun lalu;positif;Museum Keraton;Masih ada yg harus di perbaiki
Astri Ardillah Arifin;4 tahun lalu;positif;Museum Keraton;Tempat bersejarah
Heru Subroto;4 tahun lalu;positif;Museum Keraton;Tersimpan  dengan baik dan benda sejarah
Eddy Sanjaya;4 tahun lalu;positif;Museum Keraton;Tempat bersejarah
Bang. “Bang.Ge” Gege;4 tahun lalu;positif;Museum Keraton;Sangat Unik Sekali
Wares Las vegas;4 tahun lalu;positif;Museum Keraton;Tempat.a sangat bagus dan kreatif
Nanang Mahfudi;4 tahun lalu;positif;Museum Keraton;Alhamdulillah nyapek dengan selamat dari musium keraton
Izanah Alfuadi;4 tahun lalu;positif;Museum Keraton;Bagus banget nih..
Ramli Roly;4 tahun lalu;positif;Museum Keraton;Keraton 1.1nya di Jawa Timur yang masih ada
DUTA OFFICIAL (Duta official);4 tahun lalu;positif;Museum Keraton;Monumen sejarah kota kelahiranku..
syaiful amri;4 tahun lalu;positif;Museum Keraton;Cocok buat edukasi
Romdhan Feriyadi;4 tahun lalu;positif;Museum Keraton;Suasana gelap, kurang pencahayaan
agus pratama;4 tahun lalu;positif;Museum Keraton;Sangat bagus musium sumenep
Fauzin Amin;4 tahun lalu;positif;Museum Keraton;mantul ?????? …
Imam Rusdi;4 tahun lalu;positif;Museum Keraton;Suka tempat2 sejarah
Didi TiRazZes Noor;4 tahun lalu;positif;Museum Keraton;Bagus guide nya ...
Syaiful Rahman;4 tahun lalu;positif;Museum Keraton;Masih terjaga ke alamiannya...
Akas 18;4 tahun lalu;positif;Museum Keraton;tempat bersejarah
Hr Rahman;4 tahun lalu;positif;Museum Keraton;Subhanalloh ... menakjubkan sekali ...
Siti Zubaidah;4 tahun lalu;positif;Museum Keraton;Mantap.. Bersejarah..
Sasmita Elyah;4 tahun lalu;positif;Museum Keraton;Banyak sejarah sumenep lengkap
McQ Vai;4 tahun lalu;positif;Museum Keraton;Ok donk
Arif Kristiawan;4 tahun lalu;positif;Museum Keraton;Serasa kembali ke masa lalu....
M Fandari;4 tahun lalu;positif;Museum Keraton;Sangat menyenangkan
Surono Surono;4 tahun lalu;positif;Museum Keraton;Belajar sejarah kerajaan sumenep
Rendie Danifi;4 tahun lalu;positif;Museum Keraton;Tempat bersejarah di sumenep
Fariel Daldeldol;4 tahun lalu;positif;Museum Keraton;bagus2 banget ya
IQBAL R. RAHMAN;4 tahun lalu;positif;Museum Keraton;Tempat bersejarah Sumenep
Hidayatur Rahman;4 tahun lalu;positif;Museum Keraton;pokoknya mantap
As'ad Fawaid;4 tahun lalu;positif;Museum Keraton;org madura wajib datang kesini
Budi Yuliansah;4 tahun lalu;positif;Museum Keraton;Perawatan yang kurang dan fasilitas yang kurang
nabil Khurriyah channel;4 tahun lalu;positif;Museum Keraton;Bagus ada penjelasan
laksono joyo;4 tahun lalu;positif;Museum Keraton;Ramah dalam pengunjung
pemuda blater;4 tahun lalu;positif;Museum Keraton;Banyak pelajaran
Firman SMKN 2 TUBAN;4 tahun lalu;positif;Museum Keraton;Masih eksotik dan original
nurman budi setiawan;4 tahun lalu;positif;Museum Keraton;Bagus buat ensiklopedia?? …
Satriyo Dwi;4 tahun lalu;Positif;Museum Keraton;begitu indah tempatnya
Kholiel Kholiel;4 tahun lalu;Positif;Museum Keraton;Terbaik
fawaid scout;4 tahun lalu;Positif;Museum Keraton;Tempat strategis
Nawarid Ap'za-ap;4 tahun lalu;Positif;Museum Keraton;Penuh sejarah
Bagus Priyo Utomo;4 tahun lalu;Positif;Museum Keraton;Mengenang sejarah
Yendi Laksono;4 tahun lalu;Positif;Museum Keraton;Sangat bagus
Aviv Cah Semprul;4 tahun lalu;Positif;Museum Keraton;Edu wisata
Roby Guard;4 tahun lalu;Positif;Museum Keraton;Situs bersejarah keraton
Hamdan Aufa;4 tahun lalu;Positif;Museum Keraton;Bagus dan Indah
Fuad Rafif Prasetyo;4 tahun lalu;Positif;Museum Keraton;Tempat bersih
Ibnu Hajar;4 tahun lalu;Positif;Museum Keraton;Musium Sumenep. Tempat sejarah sumenep
Yudi Se;4 tahun lalu;Positif;Museum Keraton;Menarik dan edukatif
Ha Nif;4 tahun lalu;Positif;Museum Keraton;Penuh sejarah
Hasan Al Asroriy Harum;4 tahun lalu;Positif;Museum Keraton;"Tempat peningfalan kraton
Songennep"
abd rahman;4 tahun lalu;Positif;Museum Keraton;Peninggalan raja-raja sumenep
aizz Yasin;4 tahun lalu;Positif;Museum Keraton;Banyak koleksi keraton
Dharma Ifan;4 tahun lalu;Positif;Museum Keraton;Banyak ilmu
Yuky Arysandy;4 tahun lalu;Positif;Museum Keraton;Peninggalan raja raja sumenep
avi achmad Sholihin;4 tahun lalu;Positif;Museum Keraton;Museum sejarah keraton
H??????? R?k?;4 tahun lalu;Positif;Museum Keraton;Cagar Budaya Kota Sumenep
NENG dan AA CHANNEL;4 tahun lalu;Positif;Museum Keraton;Instagramable
Zainul Arifin;4 tahun lalu;Positif;Museum Keraton;Manteb,
Syech Abidin;4 tahun lalu;Positif;Museum Keraton;Nuansa keraton banget
Ecaa agnestia;4 tahun lalu;Positif;Museum Keraton;Tempat bersejara di sumenep.
Bank “Bam memo” Joyo;4 tahun lalu;Positif;Museum Keraton;Nyaman
Raden Sel;4 tahun lalu;Positif;Museum Keraton;Waw
Aditya Rio;4 tahun lalu;Positif;Museum Keraton;Lumayanlah
Mohammad Iksan;4 tahun lalu;Positif;Museum Keraton;Oke
masarif pct;4 tahun lalu;Positif;Museum Keraton;Baguslah
Kurniawan Wahyudi;4 tahun lalu;Positif;Museum Keraton;Super mantap
Maulana Fadhil;4 tahun lalu;Positif;Museum Keraton;Lumayan
wilson sihombing;4 tahun lalu;Positif;Museum Keraton;Lumayan
Angga Dinata;4 tahun lalu;Positif;Museum Keraton;Sejuk
Chanif fruliadi;4 tahun lalu;Positif;Museum Keraton;Baik
ahmad iskandar;4 tahun lalu;Positif;Museum Keraton;Suka
Ken Kerta;4 tahun lalu;Positif;Museum Keraton;Keren
Banjol Jool;4 tahun lalu;Positif;Museum Keraton;Bagus
ahmadfaizal20;4 tahun lalu;Positif;Museum Keraton;Joss
bilqis mujtaba;4 tahun lalu;Positif;Museum Keraton;Bagus
WARNAM ADVENTURE;4 tahun lalu;Positif;Museum Keraton;Bersih
Rudy Aryananda (Bang Rudy);4 tahun lalu;Positif;Museum Keraton;Keren
Yohanes Danni Prihartanto;4 tahun lalu;Positif;Museum Keraton;Bagus
Raden Riano Irwansjah;4 tahun lalu;Positif;Museum Keraton;Mantab
Mahfud _mifzal;4 tahun lalu;Positif;Museum Keraton;Sipp
Dhavid Dhavid;4 tahun lalu;Positif;Museum Keraton;Bagus
andi mulyono;4 tahun lalu;Positif;Museum Keraton;Mantab
SaiF Family;4 tahun lalu;Positif;Museum Keraton;Alhamdulillah....
Sin Can;4 tahun lalu;Positif;Museum Keraton;Sip
iwan widiatmoko;4 tahun lalu;Positif;Museum Keraton;Museum nusantara
raden bambang disko sugiarto;4 tahun lalu;Positif;Museum Keraton;Soul of madura
Mh “Leo” Romadhon;4 tahun lalu;Positif;Museum Keraton;Warisan Leluhur
arek trebungan chanel;4 tahun lalu;Positif;Museum Keraton;pengetahuan
Hafizh Rafizal Adnan;4 tahun lalu;Positif;Museum Keraton;Museum yang bagus. Anda bisa belajar banyak tentang sejarah Kerajaan Sumenep dan peninggalannya. Pemandu wisata yang sangat baik dan sangat murah (Anda hanya perlu mengeluarkan uang sekitar 5k rupiah untuk masuk ke mus …
FNA Programs;4 tahun lalu;Positif;Museum Keraton;Keraton Sumenep merupakan tempat tinggal resmi para Adipati/Raja selain sebagai tempat menjalankan roda pemerintahan. Kerajaan Sumenep sendiri dapat dikatakan sebagai kerajaan kecil (setingkat Kadipaten) pada masa itu, karena sebelum w …
johan koceng;4 tahun lalu;Positif;Museum Keraton;Keraton Sumenep merupakan peninggalan sejarah Kabupaten Sumenep yang diperintah oleh Arya Wiraraja. Dulu pernah dikunjungi oleh raja Majapahit Raden Wijaya untuk meminta perlindungan ketika Majapahit diserang oleh kerajaan lain. Sampai  …
Ken;4 tahun lalu;Positif;Museum Keraton;Museum yang bagus untuk mengetahui lebih dalam tentang Keraton Sumenep, termasuk sejarah, senjata, dan keseniannya. Selain itu, ada Taman Sare yang dulunya merupakan tempat mandi para anggota kerajaan. Namun, saat ini hanya kolam ikan raksa …
Noviyanto Abdullah;4 tahun lalu;Positif;Museum Keraton;Cocok untuk menghilangkan penat saat jalan-jalan kelilin …
Ach Mawardi;4 tahun lalu;Positif;Museum Keraton;Saya sangat menyukai sisa-sisa Keraton Sumenep, segala isinya mempunyai arti tersendiri
saifron kasiati;4 tahun lalu;Positif;Museum Keraton;Mengetahui sejarah benda dan cerita yang tertinggal. Mulai dari raja-raja yang pernah memerintah hingga beberapa kelebihan yang dianugerahkan Tuhan kepada mereka. Juga tentang bagaimana pada saat itu, ada sebuah Mushaf Al-Qur'an yang bisa ditulis hanya dalam satu malam oleh salah seorang Raja.
INDAH WULANDARI;4 tahun lalu;Positif;Museum Keraton;Detail sejarah sumenep akan didapat di sini
Dany Utono;4 tahun lalu;Positif;Museum Keraton;"Ini adalah satu-satunya ""kraton"" di Jawa Timur. Di sebelah timur pulau Madura Anda akan melihat dan menemukan istana yang indah dan sejarah asli orang Madura."
Aarix Anwar;4 tahun lalu;Positif;Museum Keraton;Bukannya tidak suka tapi hanya belum pernah mengunjungi temp …
Anas Kadi;4 tahun lalu;Positif;Museum Keraton;Sejarah seni Islam ada di museum yang indah ini
denny wijaya kusuma;4 tahun lalu;Positif;Museum Keraton;belajar tentang masa lalu kerajaan indonesia
Yuni Wahyuningsih;4 tahun lalu;Positif;Museum Keraton;Tempat luar bias …
Agus Gunawan;4 tahun lalu;Positif;Museum Keraton;
YulianaPutri Anggraini;4 tahun lalu;Positif;Museum Keraton;Tempat bersejarah yang terintegrasi. …
Egaa yanuar;4 tahun lalu;Positif;Museum Keraton;guudd …
Mr. Shofwan;4 tahun lalu;Positif;Museum Keraton;Bagus dan bers …
Ali Abror;4 tahun lalu;Positif;Museum Keraton;Tempat yang bagus untuk mempelajari sejarah Ke …
Lita Octaviana;4 tahun lalu;Positif;Museum Keraton;
Kurnia Yasyafir;4 tahun lalu;Positif;Museum Keraton;
NURUL FATMAWATI;4 tahun lalu;Positif;Museum Keraton;
bama hidayanto;4 tahun lalu;Positif;Museum Keraton;Bagus untuk pendidikan sejarah dan budaya sumenep
Diandraofficialchanel;4 tahun lalu;Positif;Museum Keraton;
zaini Art;4 tahun lalu;Positif;Museum Keraton;Peninggalan sejarah kerajaan Sunge …
dd wahyulianto;4 tahun lalu;Positif;Museum Keraton;Sejarah Kerajaan Pulau Madura
Detira Novita;4 tahun lalu;Positif;Museum Keraton;
Soqui Suqeje;4 tahun lalu;Positif;Museum Keraton;Tempat yan …
Reng Songennep;4 tahun lalu;Positif;Museum Keraton;Banyak hal sejarah
Syukron Nfc;4 tahun lalu;Positif;Museum Keraton;KEREEN
J Fachrudi;4 tahun lalu;Positif;Museum Keraton;Soengenep
habibul ghefiqi;4 tahun lalu;Positif;Museum Keraton;Asik
Sony Hadi;4 tahun lalu;Positif;Museum Keraton;jik …
arif alam;4 tahun lalu;Positif;Museum Keraton;Mereka selal …
Drag Labez46;4 tahun lalu;Positif;Museum Keraton;Ok …
Faiz Malolo;4 tahun lalu;Positif;Museum Keraton;Ok …
Melly Farida;4 tahun lalu;Positif;Museum Keraton;Luar bi …
yekti utaminingdyah;4 tahun lalu;Positif;Museum Keraton;Bagu …
Dullatëp;4 tahun lalu;Positif;Museum Keraton;Keraton Sumenep yang bersejar …
Halim Assadiyah;4 tahun lalu;Positif;Museum Keraton;Luar bias …
David van Niekerk;4 tahun lalu;Positif;Museum Keraton;Pengalaman luar b …
Obat Hati;4 tahun lalu;Positif;Museum Keraton;Bagu …
Indra Koswara;4 tahun lalu;Positif;Museum Keraton;Panduan ya …
Vintage & Car Audio;4 tahun lalu;Positif;Museum Keraton;Tempat yan …
handi Doe;4 tahun lalu;Positif;Museum Keraton;Museum biasa
Rayyan Elbari;4 tahun lalu;Positif;Museum Keraton;Wow
Yunik Khaerunnisak;4 tahun lalu;Positif;Museum Keraton;tujuan yang bagus
eL Ghorree;4 tahun lalu;Positif;Museum Keraton;Museum Sumenep
Nurul Inayah;4 tahun lalu;Positif;Museum Keraton;Secara histo …
Cholifa olif;5 bulan lalu;Positif;Museum Keraton;tempat bersejarah adem sejuk suasana nyaman, sneng aj pas kesana pertama kali ada adek adek yg latihan alat musik di situ. tenang ada mas pendamping kok disitu.. ramah bgt
ach choirul;5 bulan lalu;Positif;Museum Keraton;"Terdapat banyak koleksi dari masa raja di Sumenep, terutama di era Pemerintahan Sultan Abdurrahman.
Tempat belajar dan menggali pengetahuan tentang sejarah Sumenep"
Indra Prasetyo;5 bulan lalu;Positif;Museum Keraton;"Benda-benda peninggalan kerajaan masih terjaga, bangunan keraton masih terjaga
Terima kasih kepada pemerintah Kabupaten Sumenep yang masih menjaga semuanya tetap asli"
Syafi'i Rimba;5 bulan lalu;Positif;Museum Keraton;Tidak meninggalkan sejarah
khalid faruqi;5 bulan lalu;Positif;Museum Keraton;Tempat yang bersih, ramah, teduh dan sangat nyaman untuk rekreasi
Muhammad Jundy;5 bulan lalu;Positif;Museum Keraton;Napak tilas mencium aroma, merasakan aura kerajaan Sumenep
dian carolina;5 bulan lalu;Positif;Museum Keraton;Penuh dengan lampu2
Roliez07 Yanto;5 bulan lalu;Positif;Museum Keraton;Sound sistem miniatur
Rizal Arkad;5 bulan lalu;Positif;Museum Keraton;Tempatnya bersih,rimbun...
Cantika Dwi Savira;5 bulan lalu;Positif;Museum Keraton;Museum yang hebat, pengalaman yang luar biasa. Awalnya saya hanya ingin bersenang-senang tetapi akhi …
Achmad Fatoni;5 bulan lalu;Positif;Museum Keraton;Ditempatkan untuk belajar tentang sejarah pulau Madura dan p …
dewi amaliyah;5 tahun lalu;Positif;Museum Keraton;Bagi yang ingin jalan jalan tempo dulu ada keraton kesultanan Madura (Sumenep) yang bagus banget buat dikunjungi saat liburan. Terdapat warisan budaya yang dapat kita lihat seperti bangunan keraton yang kokoh, kereta kuda, baju, perhiasan dan tempat mandi putri-putri keraton yang terjaga keasriannya.
Yunus;5 tahun lalu;Netral;Museum Keraton;"Tempat yang berisi banyak sejarah kota Sumenep yang sedikit sekali orang tau. Bahwa Sumenep memiliki pemimpin seorang kiyai dan pernah di beri banyak hadiah atau penghargaan dari Inggris.
Harga tiket masuk 3500. Dewasa anak"" 2000"
inne Emmynaaa;5 tahun lalu;positif;Museum Keraton;Masih terawat Dan menarik. Tiket masuk sangat murah Ada pemandunya juga. Tinggal kasih tips di ending trip
Mila??????;5 tahun lalu;Positif;Museum Keraton;"Tempatnya Bagus, strategis, dan guide yang mendampingi selama berkeliling juga baik.
Banyak benda-benda bersejarah yang bisa dipelajari"
Syam Harits;5 tahun lalu;Positif;Museum Keraton;Tempatnya bagus dan pelayanan yg baik. Koleksi juga masih tersim0an dengan baik. Kondisi bersih dan asri. Tiket murah
Dean Handiyansyah;5 tahun lalu;Positif;Museum Keraton;Banyak benda benda peninggalan kraton madura yang dapat di gunakan untuk mempelajari kehidupan mereka pada masa lalu. Tapi, saat saya datang masih dalam keadaan di renovasi, dan tidak ada papan petunjuk arah serta tidak ada pemandu nya.. Dan tempat yang menarik sangat kurang.  Semoga pihak pemerintahan sumenep dapat memperbaiki nya
restu rozalina;5 tahun lalu;Positif;Museum Keraton;Belajar tentang kebudayaan dan peninggalan keraton sumenep.liburan bersama anak2 menambah wawasan dan cinta tanah air
Esty Krisnawati;5 tahun lalu;Positif;Museum Keraton;Banyak pengetahuan yang kita dapat tentang budaya madura. Dan dipendopo juga jual jamu racikan asli madura yang harganya murah badai .. Hehehee..
Oki Taruna Dewangga;5 tahun lalu;Positif;Museum Keraton;Sayang kurang terawat padahal punya nilai sejarah yg tinggi
Aynul92;5 tahun lalu;Positif;Museum Keraton;Bagus sudah ada pemandunya jadi bisa tau sejarahnya tempo dulu
Erwin Brewok;5 tahun lalu;Positif;Museum Keraton;Makam keluarga raja yg masih banyak d kunjung para peziarah dari segalapenjuru &selalu ada si bolang yg selalu muncul yg polos
Hakim Catur Y.;5 tahun lalu;Negatif;Museum Keraton;Tempat bersejarah, namun kurang terawat, rehabnya tidak bergaya klasik.
Hammada Syarif;5 tahun lalu;Positif;Museum Keraton;Museum tempat peninggalan Kerajaan Sumenep di Pulau Madura, biaya masuknya 2.000/orang.
Wisata Madura;5 tahun lalu;Positif;Museum Keraton;Satu-satunya kompleks Museum dan Keraton yang ada di Pulau Madura serta terbuka untuk umum
Jurnalisman Jurnal;5 tahun lalu;Negatif;Museum Keraton;Sayang kebersihan nya kurang dijaga....
Eny Tri Winarti;5 tahun lalu;Positif;Museum Keraton;Keraton yang masih lengkap keberadaannya di jawa timur
hendro pratono;5 tahun lalu;Positif;Museum Keraton;"Bagus cuma agak kurang terawat koleksinya...
pemandunya sangat ramah"
Mohammad Hadrowi;5 tahun lalu;Positif;Museum Keraton;Kunjungi museum kraton sumenep.. dijamin seru.. travel sambil belajar.. sejarah itu penting tretan!!
Inna Endri Prasetyo;5 tahun lalu;Positif;Museum Keraton;Tempat bersejarah sekaligus bisa jadi tujuan wisata bersama keluarga. Ukiran pada perabot rumah sangat bagus . Tempatnya cukup teduh bisa untuk melepaskan penat sejenak setelah keliling kota sumenep
Anggen Farestining Manah;5 tahun lalu;Positif;Museum Keraton;Dapat mengetahui sejarah raja sumenep
Fauzi Setiawan;5 tahun lalu;Positif;Museum Keraton;Buat yang seneng sejarah.. ada baiknya baca2 dulu latar belakang tentang keraton sumenep. Barang2 peninggalan lumayan banyak, sayang tempatnya kurang dirawat dan dijaga dengan optimal. Ada area2 yang belum dieksplorasi secara mendalam
Sobri channel;5 tahun lalu;Positif;Museum Keraton;"Tempat bersejarah orang2 sumenep...memiliki peninggalan2 antik yg luar biasa.museum ini memiliki gerbang yg bernama ""labang mesem"" ,yg didirikan pd masa jokotole."
Debrina Oktavianty;5 tahun lalu;Positif;Museum Keraton;Bisa nambah wawasan sejarah, dan ngajari anak2 tentang sejarah yg ada di sumenep. Di mulai dari diri sendiri dulu mencintai dan menjaga budaya trus di tularin ke anak2, trus ke kalian. Monggo berkunjung?????? …
Alfira Dian Evitarinda;5 tahun lalu;Positif;Museum Keraton;Klo kita kesana bisa kebayang hidup di jaman kerajaan
SPENSABA CHANNEL;5 tahun lalu;Positif;Museum Keraton;"SUMEKAR. Sumenep Kraton adalah istana raja yang dibangun oleh Aria Wiraradja.
Di museum kraton disimpan benda2 peninggalan Raja Sumenep dari masa ke masa.
Seorang guide akan menuntun dan menjelaskan pada pengunjung mengenai seluk beluk kraton."
anwar subianto;5 tahun lalu;Positif;Museum Keraton;Bagus....indah...artistik
Sasuibi 19;5 tahun lalu;Positif;Museum Keraton;Disana kita bisa menambah wawasan tentang sejarah dan peninggalan dari kota sumenep... tempatnya juga lumayan bagus dan terawat
Kenedy Muammar Kadafi;5 tahun lalu;Positif;Museum Keraton;Keratonnya bagus. Masih belum banyak diganti.
Guntur Jatmiko;5 tahun lalu;Positif;Museum Keraton;"Sejarah keraton sumenep dan jawa yg berhubungan.
Tempat wisata sejarah yg wajib dikunjungi.
Ada guide yg ramah setia mendampingi kita"
Haria Aqsha;5 tahun lalu;Positif;Museum Keraton;Tempat bersejarah
Ju Gira;5 tahun lalu;Positif;Museum Keraton;Salah satu Tempat bersejarah di kabupaten Sumenep yang mana dulunya keraton ini adalah pusat pemerintahan di kabupaten Sumenep, dan juga tempat tinggal seorang raja atau sultan
Kadek deasy irvianti;5 tahun lalu;Positif;Museum Keraton;Tempatnya kurang terawat...
Bang Dedy;5 tahun lalu;Positif;Museum Keraton;"Sangat cocok untuk belajar sejarah kerajaan yang adadi Sumenep.
Tiket masuknya pun murah"
Amiruddin Alatas;5 tahun lalu;Positif;Museum Keraton;Saya kasi.bintang 4 karena keraton ini ada di jantung kota Sumenep dan masih memelihara warisan benda benda dan bangunan kuno secara baik.
Kangmas Yosa;5 tahun lalu;Positif;Museum Keraton;Rekreasi di pulau madura bila sudah sampai pantai yang ada di kota sumenep rugi rasanya bila tidak singgah di tempat ini
R. Zulkarnain;5 tahun lalu;Positif;Museum Keraton;Tempat ini masih termasuk di area jalan umum jadi harus benar-benar hati-hati saat berada diarea ini
lazuardi muttaqien;5 tahun lalu;Positif;Museum Keraton;Lokasi kurang besar. Tapi konsep museum di madura. Ini yng cukup bagus
mohammad syamsudin;5 tahun lalu;Positif;Museum Keraton;Tempat bersejarah
hadi purnomo;5 tahun lalu;Positif;Museum Keraton;Tempat ini cocok buat untuk menambah wawasan kita tentang kebudayaan dan sejarah di sumenep.
Siti Fatimah;5 tahun lalu;Positif;Museum Keraton;Sangat bagus...bisa mengenang jsa para pahlawan dan tokoh agama Islam...
Abdul Hafid;5 tahun lalu;Positif;Museum Keraton;Museum sbgai tmpat bnda peninggalan sejarah yg harus di jaga.
Rakhma Sinseria;5 tahun lalu;Positif;Museum Keraton;The only keraton heritage in Jawa Timur
Nur Zalifatul;5 tahun lalu;Positif;Museum Keraton;Tempat sejarah orang sumenep. Memiliki tempat yg bersih dan lain-lain.
Hindra Kurniawan;5 tahun lalu;Positif;Museum Keraton;Menyimpan berbagai peninggalan kerajaan. Serasa kembali ke masa lampau.
Aufa Luqyan;5 tahun lalu;Positif;Museum Keraton;bagus dan bersejarah
Pithe TV;5 tahun lalu;Positif;Museum Keraton;Kalau ada sisa waktu di Sumenep ... bingung mau kemana ? Main aja ke keraton sumenep... sekaligus melihat sejarah Sumenep.
Agus Wahyudi;5 tahun lalu;Positif;Museum Keraton;Merupakan tempat bersejarah dikabupaten sumenep ujung timur pulau madura
rif Madurania;5 tahun lalu;Positif;Museum Keraton;Sangat kental  aroma dan budaya lokal yang harus dilestarikan
Mu'min Faishal;5 tahun lalu;Positif;Museum Keraton;Tempat bersejarah di Sumenep. Kalau anda ke Sumenep tidak lengkap rasanya kalau belum mengunjungi tempat ini
Budhi Artha;5 tahun lalu;Positif;Museum Keraton;Eksotik
Amanda Rizky Ramadhani;5 tahun lalu;Positif;Museum Keraton;Banyaj sejarah yg belum kita ketahui jadi kita ketahui
Angga Pradana Kusumawardi;5 tahun lalu;Positif;Museum Keraton;Tempat yang bersejarah.
totok irfandi;5 tahun lalu;Positif;Museum Keraton;menggugah semangat perjuangan dan segala budaya nya
MUHAMMAD FARIS23;5 tahun lalu;Positif;Museum Keraton;Bagus & Penuh Sejarah yg tersimpan dengan baik.....
FaizaL iQBaL CheneL;5 tahun lalu;Positif;Museum Keraton;Dari sejarah kita bisa berkembang..
Wira Nadtasya;5 tahun lalu;Positif;Museum Keraton;cukup menceritakan sejarah tentang kota sumenep ?? …
vicky achmad;5 tahun lalu;Positif;Museum Keraton;Keren banget rasanya kayak di Jogja Jogja gitu deh pokoknya
Kamera Pedia;5 tahun lalu;Positif;Museum Keraton;Sangat membantu mengenal sejarah para leluhur
Firdan Mukhtar;5 tahun lalu;Positif;Museum Keraton;Tempatnya menarik, tour guidenya handal.
Siti Fatimah;5 tahun lalu;Positif;Museum Keraton;Bagus bnyk nilai sejarahnya...
Edrine Ajeng;5 tahun lalu;Positif;Museum Keraton;Tempatnya bersih dan makanannya mantap dan enakkk ?? …
AZKI NOGODJOYO;5 tahun lalu;Positif;Museum Keraton;Tempat bersejarah yang harua di jaga
HadiArtomo;5 tahun lalu;Positif;Museum Keraton;Banyak fakta sejarah yang bisa diungkap
Salman Alfarisi;5 tahun lalu;Positif;Museum Keraton;Saya pernah kesitu tempat nya sangat indah
Tristar Youtube;5 tahun lalu;Positif;Museum Keraton;Di museum keraton
Mas Cink;5 tahun lalu;Positif;Museum Keraton;Tempat peninggalan sejarah kerajaan sumenep
Mr. Hari day;5 tahun lalu;Positif;Museum Keraton;Tempat peninggalan bersejarah keraton sumenep
maspud Ok;5 tahun lalu;Positif;Museum Keraton;Bagus sebagai koperasi sejarah kerajaan
Rauf Tameka;5 tahun lalu;Positif;Museum Keraton;Ramai, tapi bangunan kurang terawat..
syam art;5 tahun lalu;Positif;Museum Keraton;Jalan jalan sambil belajar sejarah
Rahmatul 73;5 tahun lalu;Positif;Museum Keraton;Bagus. Dalam nilai sejarahnya
Nurul Fajry;5 tahun lalu;Positif;Museum Keraton;utk lebih tau sejarah keraton sumenep
RojoMaidho Gaming;5 tahun lalu;Positif;Museum Keraton;Bagus untuk mengenal sejarah madura
Hadi Soekamto;5 tahun lalu;Positif;Museum Keraton;Menambah wawasan sejarah dan budaya.
home . id;5 tahun lalu;Positif;Museum Keraton;Tempat sejarah peradaban Islam
Totok Febriyanto;5 tahun lalu;Positif;Museum Keraton;Kumpulan benda kuno daerah sumeneb
GUBUK TUA;5 tahun lalu;Positif;Museum Keraton;Bagus alami lingkungannya hidup
Lucky Emilio;5 tahun lalu;Positif;Museum Keraton;Tempat bersejarah kerajaan sumenep
nanang fadhori;5 tahun lalu;Positif;Museum Keraton;Mohon ditingkatkan kerapian taman..???? …
rudiyanto rudy;5 tahun lalu;Positif;Museum Keraton;Tempat bersejarah
Cink 20;5 tahun lalu;Positif;Museum Keraton;Tempat bersejarah
Nur Kholifah;5 tahun lalu;positif;Museum Keraton;Tempat bersejarah
Zainol Fata;5 tahun lalu;positif;Museum Keraton;Karena tempat bersejarah
hadi widodo;5 tahun lalu;positif;Museum Keraton;Penuh seni dan budaya kultur
Mohammad Agus Setiawan;5 tahun lalu;positif;Museum Keraton;Tempatnya bagus
Lidaf Crazy;5 tahun lalu;positif;Museum Keraton;Tp masih kurang terbuka
Fatah Firdaus;5 tahun lalu;positif;Museum Keraton;Sangat menarik
Zaki Yudin;5 tahun lalu;positif;Museum Keraton;Lumayan terawat
Christine Tobela;5 tahun lalu;positif;Museum Keraton;Bangunan utuh,bersih dan nyaman
Syafril Nurullah;5 tahun lalu;positif;Museum Keraton;Cagar Budaya dengan Nuansa Eksotis dan Mempesona
Non Nitta;5 tahun lalu;positif;Museum Keraton;Bangunan bersejarah
tieta channel;5 tahun lalu;positif;Museum Keraton;Keraton bekas kerajaan sumenep soengennep semekar
Suherman;5 tahun lalu;positif;Museum Keraton;Belajar dan Mengenang sejarah
Anaz Almansour (Motivator Indonesia);5 tahun lalu;Negatif;Museum Keraton;Kurang perawatan
