user;waktu;Sentimen;lokasi;komentar
Chanif fruliadi;5 tahun lalu;Positif;bukit tinggi daramista;Bagu …
Achmad Fajar;5 tahun lalu;Positif;bukit tinggi daramista;Butuh perbaikan
andrian andrian;5 tahun lalu;Positif;bukit tinggi daramista;Tempat yan …
Deby Alivia;5 tahun lalu;Positif;bukit tinggi daramista;Komplainsssss
Ach Ilham17;5 tahun lalu;Positif;bukit tinggi daramista;Emmiuuuuaaaahhh …
Ella Kurnia Oktaverina;8 bulan lalu;Negatif;bukit tinggi daramista;Seharusnya jadi destinasi yang oke untuk didatangi tapi ternyata kondisinya sangat tidak terawat! Nggak ada penjual sama sekali di dalam tempat wisata ini, cafe-nya pun tutup. Spot fotonya agak berbahaya karena kayu sudah reyot. Di bagian …
ARVINE STUDIO;8 bulan lalu;Positif;bukit tinggi daramista;Bagus menarik
Soleh Udddin;9 bulan lalu;Positif;bukit tinggi daramista;Bagusss
Astrida R.;setahun lalu;Positif;bukit tinggi daramista;Pemandangan dari atas bagus, udaranya segar, tapi akses jalan menuju lokasi wisata masih jauh dari layak (jalan sempit menembus kampung, hanya muat untuk 1 mobil), fasilitas tempat wisata juga masih sangat kurang
Imam Sudays;setahun lalu;Positif;bukit tinggi daramista;Tempatnya bagus,pemandangan bernuansa alam.
Alqisthi Ahmad;setahun lalu;Positif;bukit tinggi daramista;tempat di ujung sumenep madura, tempat asik buat healing di pedesaan yang bersahaja... …
makmun erfandi;setahun lalu;Positif;bukit tinggi daramista;Tempatnya sudah tidak terawat
Candra yani;setahun lalu;Positif;bukit tinggi daramista;Pemandangan sih bagus tapi Parkir kurang aman sangat disayangkan ada oknum yg sengaja menukar tutup kunci vario 150 punya saya di ambil dan ditukar sama yg rusak. Saya taunya pas sdh dikota mau balik sudah kejauhan. Cukup tau sekali...
HARYADI KURNIAWAN;setahun lalu;Positif;bukit tinggi daramista;Sebuah bukit yang dikelola masyarakat dengan baik dan bagus untuk wisata. Sisi lain madura biar ga pantai pantai saja terus, madura pada umumnya dan Sumenep khususnya punya wisata yang bagus. Kita bisa berwisata diketinggian dan berfoto ria …
Ach. Farid sya'roni;setahun lalu;Negatif;bukit tinggi daramista;Wisata busuk, penjaganya gak jujur, gak menyampaikan apa adanya bahkan menyampaikan se akan2 indah. Ternyata sampai di dalam kayak hutan rimba. Jangan di kunjungi lagi
rahman abd;setahun lalu;Positif;bukit tinggi daramista;spot fotonya bagus terutama di sepeda gantung, gak kalah sama tempat wisata yang lain yang serupa.
febri andrianto;setahun lalu;Positif;bukit tinggi daramista;Bagus banyak tempat instagramabel, dan masih sangat bisa dikembangkan lagi menjadi wisata yang hits..
Kia Rokiah;setahun lalu;Positif;bukit tinggi daramista;Pemandanganny indah dilihat dr atas.. tp sayang kurang perawatan pasilitasny. Pdhl tempatny bagus.
Elly Kurniasari;setahun lalu;Positif;bukit tinggi daramista;Tempat masih oke, tapi daun daun sudah tidak di sapu, seperti tidak di rawat lagi, mungkin karna sudah mulai sepi pengunjung.
Prananto Intijaya;setahun lalu;Negatif;bukit tinggi daramista;"Kamar mandi KOTOR DAN JOROK.
Kapok deh kesitu lagi"
Opick Ajah;setahun lalu;Positif;bukit tinggi daramista;Sekarang tempatnya kurang terawat
Widhi Lamong;setahun lalu;Positif;bukit tinggi daramista;Tempat yg nyaman
Nur Hasanah;setahun lalu;Positif;bukit tinggi daramista;Sangat menyenangkan
Caffe JSK;setahun lalu;Positif;bukit tinggi daramista;Enak sambil lalu Karaoekan
Rose syiedah;setahun lalu;Positif;bukit tinggi daramista;Bagus
Atika Riskiyawati;setahun lalu;Positif;bukit tinggi daramista;MasyaAllah viewnya bagus ??
Naufan Noordyanto;setahun lalu;Positif;bukit tinggi daramista;Asyiknya jalan-jalan
